PRODUCT,REACTANT
CCc1cn(-c2cccc(C#N)c2NC2CCN(C)CC2)c2nccc(-c3cnc4ccccc4c3)c12,CCc1cn(-c2ccc(C#N)c(NC3CCN(C)CC3)c2)c2nccc(-c3cnc4ccccc4c3)c12.CCc1cn(-c2ccc(C#N)c(Br)c2)c2nccc(-c3cnc4ccccc4c3)c12
N#Cc1ccc(-c2ccccc2)cc1NC(=O)c1cc(N2CCCCC2)ccc1OCc1ccccc1,N#Cc1ccc(Cl)cc1NC(=O)c1cc(N2CCCCC2)ccc1OCc1ccccc1.O=BOc1ccccc1
CCCCCCO,CCCCCC=O
CC(C)(C)OC(=O)Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(Cl)nc1,ClCc1ccc(Cl)nc1.CC(C)(C)OC(=O)Nc1ccc(-c2cccs2)cc1N
CC(C)C(=O)c1c(-c2ccc(Cl)cc2)nn2ccccc12,N[n+]1ccccc1.CC(C)C(=O)C#Cc1ccc(Cl)cc1
C#CC12CCCC(NC(=O)OC(C)(C)C)(CC1)C2,CC(C)(C)OC(=O)NC12CCCC(C=O)(CC1)C2.O=C(O)O
CN(C)CC(=O)c1cc(S(=O)(=O)N(C)CCc2ccc(F)cc2)cs1,CN(CCc1ccc(F)cc1)S(=O)(=O)c1csc(C(=O)CBr)c1.CNC
C#CCn1nnc2c(-c3nc4ccccc4n3C)ncn2c1=O,C#CCn1nnc2c(-c3nc4ccccc4[nH]3)ncn2c1=O.CI
Nc1nc2c(c(=O)[nH]1)N(C=O)[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2,Nc1nc2c(c(=O)[nH]1)[N+]1=CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)CC1CN2
COC(=O)c1ccc2cc(-c3cc4ccccc4s3)c(N(C)C(C)C)cc2c1,OB(O)c1cc2ccccc2s1.COC(=O)c1ccc2cc(Cl)c(N(C)C(C)C)cc2c1
COc1ccc2c(=O)cc(-c3ccccc3)oc2c1OC,COc1ccc2c(=O)cc(-c3ccccc3)oc2c1O.C[SAH]
COc1cc2c(Nc3cc(O)c(Cl)cc3F)cnnc2cc1OCCCN1CCCC1,Nc1cc(O)c(Cl)cc1F.COc1cc2c(Cl)cnnc2cc1OCCCN1CCCC1
COc1cc(OC[C@H]2CCCN2C(=O)CO)c2c(Nc3ccc(F)c(Cl)c3)ncnc2c1,O=C(O)CO.COc1cc(OC[C@H]2CCCN2)c2c(Nc3ccc(F)c(Cl)c3)ncnc2c1
CC(C)(C)NC(=O)c1cn(COCC[Si](C)(C)C)c2ncc(-c3ncn4ccccc34)nc12,CCCC[Sn](CCCC)(CCCC)c1ncn2ccccc12.CC(C)(C)NC(=O)c1cn(COCC[Si](C)(C)C)c2ncc(Br)nc12
CCCCCCCNC(=O)Cc1ccc(Br)cc1,O=C(O)Cc1ccc(Br)cc1.CCCCCCCN
N#CC(C#N)=C1Sc2nc(C#N)c(C#N)nc2S1,N#CC(C#N)=C(S)S.N#Cc1nc(Cl)c(Cl)nc1C#N
CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]32)C1,CC(C)CCC[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C.CCCCCC/C=C\CCCCCCCCCC(=O)[CoA]
O=C(O)/C=C\C(O)=C(\Cl)C(=O)O,O=C(O)/C=C\C(=O)C(Cl)C(=O)O
C[C@@H](n1ncn(-c2ccc(OCC(F)(F)C(F)F)cc2)c1=O)[C@](O)(CO)c1ccc(F)cc1F,CC(C)O[Si](C)(C)C[C@](O)(c1ccc(F)cc1F)[C@@H](C)n1ncn(-c2ccc(OCC(F)(F)C(F)F)cc2)c1=O
COc1ccc(-c2nc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)ccc2C)cn1,COc1ccc(B(O)O)cn1.Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1Cl
CCCCCCCCC/C=C/CCC[C@@H](O)[C@@H](O)[C@H](CO)NC(C)=O,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](CO)NC(C)=O
CN[C@@H](COP(=O)(O)OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1C(=O)c2c(cc3cc(O)cc(O)c3c2O)CC1(O)CC(C)=O)C(C)=O,CC(=O)[CoA].CN[C@@H](COP(=O)(O)OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(C)=O.O=C(O)CC(=O)[CoA].O=C(O)CC(=O)[CoA].O=C(O)CC(=O)[CoA].O=C(O)CC(=O)[CoA].O=C(O)CC(=O)[CoA].O=C(O)CC(=O)[CoA]
C=C(C)[C@@H](CCC(C)O)CC(=O)O,C=C(C)[C@H]1CC[C@@H](C)OC(=O)C1
CC(C)[Si]1(C(C)C)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O[Si](C(C)C)(C(C)C)O1,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.CC(C)[Si](Cl)(O[Si](Cl)(C(C)C)C(C)C)C(C)C
*N[C@@H](Cc1c[nH]c[n+]1[Co-3]123(C)N4C5=C(C)C6=[N+]1C(=CC1=[N+]2C(=C(C)C2=[N+]3[C@@](C)([C@H]4[C@H](CC(N)=O)[C@@]5(C)CCC(=O)NC[C@@H](C)O)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O)C(C)(C)[C@@H]6CCC(N)=O)C(*)=O,*N[C@@H](Cc1c[nH]c[n+]1[Co-4]123N4C5=C(C)C6=[N+]1C(=CC1=[N+]2C(=C(C)C2=[N+]3[C@@](C)([C@H]4[C@H](CC(N)=O)[C@@]5(C)CCC(=O)NC[C@@H](C)O)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O)C(C)(C)[C@@H]6CCC(N)=O)C(*)=O.CN
Fc1ccc(Cl)cc1-c1cc(-c2cccc3cnccc23)c2cccnc2n1,Brc1cccc2cnccc12.OB(O)c1cc(-c2cc(Cl)ccc2F)nc2ncccc12
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O
Cn1c(=O)c2c(ncn2CCCCP(C)(C)=O)n(C)c1=O,CP(C)(=O)CCCCCl.Cn1c(=O)c2[nH]cnc2n(C)c1=O
*C(=O)CCCCCC(=O)O,*C(=O)CCCCCC=O
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)c1nccs1,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(N)=S.CCOC(CBr)OCC
Cc1onc(-c2ccc(F)c(F)c2)c1C(=O)c1c[nH]c(C(=O)NC2CCCC2)c1,Cc1onc(-c2ccc(F)cc2)c1C(=O)c1c[nH]c(C(=O)NCC2CC2)c1.Cc1onc(-c2ccc(F)c(F)c2)c1C(=O)c1c[nH]c(C(=O)C(Cl)(Cl)Cl)c1
COCCOc1ccc(OC)c(-c2ccc(OC3CN(C(=O)Nc4cccnn4)C3)nc2)c1,O=C(Nc1cccnn1)N1CC(Oc2ccc(I)cn2)C1.COCCOc1ccc(OC)c(Br)c1
CCCCCCCCCCC[C@@H](O)CC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@@H]1NC(C)=O,*SC(=O)C[C@H](O)CCCCCCCCCCC.CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O
CCOC(=O)C(I)c1ccc(C2CCCCC2)c(Cl)c1,CCOC(=O)C(Br)c1ccc(C2CCCCC2)c(Cl)c1
C/C=C1/CN2[C@H]3C[C@@H]1[C@@H](C=O)[C@@H]2Cc1c3[nH]c2ccccc12,C/C=C1/CN2[C@H]3C[C@@H]1[C@H](C=O)[C@@H]2Cc1c3[nH]c2ccccc12
C=C(C)[C@@H]1CC[C@]2(NCCNS(C)(=O)=O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)OC)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,C=C(C)[C@@H]1CC[C@]2(NCCN)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)OC)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CS(=O)(=O)Cl
COc1cc(C(=O)O)cc2c1OCCO2,COC(=O)c1cc(OC)c2c(c1)OCCO2
CCCCCCCOc1ccc(-c2ncc(C#N)cn2)cc1,CCCCCCCOc1ccc(-c2ncc(C#N)c(Cl)n2)cc1
O=S(=O)(C(CO)=C(c1ccccc1)c1ccccc1)c1ccccc1,O=S(=O)(C=C(c1ccccc1)c1ccccc1)c1ccccc1.C=O
CC(C)c1nc2cc(Br)ccn2c1S(=O)(=O)Cl,C[Si](C)(C)OS(=O)(=O)Cl.CC(C)c1cn2ccc(Br)cc2n1
O=C1NC(=O)C(c2ccccc2)CO1,O=C1NC(O)C(c2ccccc2)CO1
O=C(O)c1cccc(O)c1,COc1cccc(C(=O)O)c1
CCc1ccc(C(=O)N2CCCCC2)c(NS(=O)(=O)c2cccc3nsnc23)c1,O=S(=O)(Cl)c1cccc2nsnc12.CCc1ccc(C(=O)N2CCCCC2)c(N)c1
C[C@H]1CN(c2ccc(S(=O)(=O)Nc3ccncn3)cc2)CCN1C(=O)CN1CCCc2cc(Cl)ccc21,O=C(O)CN1CCCc2cc(Cl)ccc21.C[C@H]1CN(c2ccc(S(=O)(=O)Nc3ccncn3)cc2)CCN1
O=C1CC[C@@H](C(=O)O)N1,*[C@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)NCC(=O)O
CCOCOC(=C(C#N)c1coc(C(C)(C)C)n1)c1c(C(F)(F)F)nn(C)c1Cl,CCOCCl.Cn1nc(C(F)(F)F)c(C(O)=C(C#N)c2coc(C(C)(C)C)n2)c1Cl
CNC(=O)[C@@H](Cc1ccccc1F)N(C)C(=O)[C@@H](Cc1ccc2ccccc2c1)N(C)C(=O)COCC(C)(C)NC(=O)OC(C)(C)C,CC(C)(COCC(=O)O)NC(=O)OC(C)(C)C.CNC(=O)[C@@H](Cc1ccccc1F)N(C)C(=O)[C@@H](Cc1ccc2ccccc2c1)NC
C[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)cc2)N1C(=O)Nc1ccc(F)cc1,O=C=Nc1ccc(F)cc1.C[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)cc2)N1
Cc1nn(Cc2cccc(C3CC3)n2)c2ccc(F)c(C(=O)O)c12,COC(=O)c1c(F)ccc2c1c(C)nn2Cc1cccc(C2CC2)n1
*C/C(C)=C/Cc1cc(O)cc(OC)c1O,*C/C(C)=C/Cc1cccc(OC)c1O
OB(O)c1ccc2ccc3cccc4ccc1c2c34,Brc1ccc2ccc3cccc4ccc1c2c34
O=C(O)C1=N[C@H](C(=O)O)CCC1,O=C(O)C1=N[C@H](C(=O)O)C[C@H](O)C1
Cc1c(-c2ccccc2)n(-c2ccccc2Cl)c(-c2ccccc2)cc1=O,CC(C(=O)C=C(Nc1ccccc1Cl)c1ccccc1)C(=O)c1ccccc1
O=C1CC2CCC(C1)N2Cc1ccccc1,COC1CCC(OC)O1.NCc1ccccc1.O=C(O)CC(=O)CC(=O)O
CSCCCCCCCC/C(=N/O)SCC(N)C(=O)O,CSCCCCCCCC/C(=N/O)SC[C@H](N)C(=O)NCC(=O)O
C/C=C/CSC(C)(C)CNc1ccccc1NCC(C)(C)S,C/C=C/CSC(C)(C)C=O.CC(C)(S)CNc1ccccc1N
COc1cc(CNc2ccc3c(c2)N2CCCN=C2S3)cc(OC)c1OC,Nc1ccc2c(c1)N1CCCN=C1S2.COc1cc(C=O)cc(OC)c1OC
COC(=O)[C@H](CCSC)NC(=O)c1ccc([N+](=O)O)cc1-c1ccccc1,COC(=O)[C@@H](N)CCSC.O=C(O)c1ccc([N+](=O)O)cc1-c1ccccc1
C=C(CN(C)C)CC1(O)CCN(C(=O)OCC)CC1,C=C(C)CN(C)C.CCOC(=O)N1CCC(=O)CC1
N[C@@H](CCC(=O)N[C@@H](CSC(CC(=O)O)C(=O)O)C(=O)NCC(=O)O)C(=O)O,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O.O=C(O)/C=C/C(=O)O
O=P(O)(O)OC[C@H]1OC(O)[C@H](O)[C@@H]1O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
C=C1CC[C@@H]2[C@](C)(CCC3[C@@]4(C)CCCC(C)(C)C4CC[C@]32C)[C@@H]1CO,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CO
C[N+](C)(C)CCO,CCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
CCCCCC(=O)CC(=O)N[C@H]1CCOC1=O,*C(=O)CC(=O)CCCCC.C[S@@+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
N[C@H](C(=O)O)[C@H](O)COP(=O)(O)O,N[C@@H](CCC(=O)O)C(=O)O.O=C(O)C(=O)[C@H](O)COP(=O)(O)O
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)NC(=O)CCCCCCCCCCCCCCC
CC(Br)C(=O)c1cc(C(F)(F)F)ccc1F,CCC(=O)c1cc(C(F)(F)F)ccc1F
Nc1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,*C(=O)C(Cl)Cl.Nc1ccc([C@@H](O)[C@H](N)CO)cc1
*C,C[SAH]
CN[C@@H](COP(=O)(O)OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(C)=O,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OC[C@H](NC)C(C)=O
CCCc1cc(N2CCN(CCO)CC2)ncc1C(OCc1ccc(OC)cc1)(C(F)(F)F)C(F)(F)F,CCCc1cc(N2CCN(CCOC(C)=O)CC2)ncc1C(OCc1ccc(OC)cc1)(C(F)(F)F)C(F)(F)F
Cn1nc(C(F)(F)F)c(CSC2=NOC(C)(C)C2)c1Oc1ccccc1Cl,Oc1ccccc1Cl.Cn1nc(C(F)(F)F)c(CSC2=NOC(C)(C)C2)c1F
O=C(O)c1ccc(O)cc1,O=C(O)c1ccc(Cl)cc1
O=CC(=O)c1ccccc1,O=C(O)C(=O)c1ccccc1
O=C(O)CCC(=O)[CoA],O=C(O)CC(C(=O)[CoA])C(=O)c1ccc2ccccc2c1
CC(=O)c1ccc(C)nc1Nc1cccc([N+](=O)O)c1,Nc1cccc([N+](=O)O)c1.CC(=O)c1ccc(C)nc1Cl
CCC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(I)cc2)CC1)C(=O)C(=O)NC1CC1,O=C(O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(I)cc2)CC1.CCC[C@H](N)[C@H](O)C(=O)NC1CC1
CCOC(=O)c1cc(C2CC2)nc2c1cnn2CCNC(=O)OC(C)(C)C,CC(C)(C)OC(=O)NCCBr.CCOC(=O)c1cc(C2CC2)nc2[nH]ncc12
O=CC(=O)O,O=C(O)CN(CC(=O)O)CC(=O)O
*N[C@@H](*)C(=O)O,*OC(=O)[C@H](*)NC(=O)[C@H](*)NC(=O)[C@H](*)NC(=O)[C@H](*)N
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(C)c(-c2c[nH]c3ccccc23)n1,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1N.CCN(C(C)C)C(C)C.COc1cc(N2CC[C@@H](N)[C@H](F)C2)ccc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1
NC(=O)NCCC(=O)O,O=C1CCNC(=O)N1
CC1CC(=O)CCC(c2c([N+](=O)O)cnn2C)O1,CC1CC2(CC2)OC(c2c([N+](=O)O)cnn2C)O1
CC(C)(CCCSC(=O)c1ccccc1)NC(=O)OCc1ccc([N+](=O)O)cc1,OC(=S)c1ccccc1.Cc1ccc(S(=O)(=O)OCCCC(C)(C)NC(=O)OCc2ccc([N+](=O)O)cc2)cc1
CN(O)C(=O)C(CC1CCCCC1)c1ccc(OCc2ccccn2)cc1,O=C(O)C(CC1CCCCC1)c1ccc(OCc2ccccn2)cc1.O=C(O)C=NOC(CCCc1ccccc1)c1cccc(OCc2ccc3ccccc3c2)c1
CC1(C)C=Cc2cc3c(cc2O1)OC[C@@]1(O)c2ccc(O)cc2O[C@@H]31,CC(C)=CCc1cc2c(cc1O)OC[C@@]1(O)c3ccc(O)cc3O[C@@H]21
COc1cccc2c1OCC(CNCCCOc1ccc3ccc(=O)oc3c1)O2,O=c1ccc2ccc(OCCCCl)cc2o1.COc1cccc2c1OCC(CN)O2
CC(N)c1c(F)cc2ncccc2c1F,CC(c1c(F)cc2ncccc2c1F)N1C(=O)c2ccccc2C1=O
CC(C)(C)c1ccc(C(=O)Nc2cc([N+](=O)O)ccc2C(=O)Nc2cccc(OCc3ccccc3)c2)cc1,Nc1cc([N+](=O)O)ccc1C(=O)Nc1cccc(OCc2ccccc2)c1.CC(C)(C)c1ccc(C(=O)Cl)cc1
CCc1c2n(c(=O)c3c(OC)c(OC)ccc13)CCc1cc3c(cc1-2)OCO3,CCC1=C2c3cc4c(cc3CCN2Cc2c1ccc(OC)c2OC)OCO4
O=C=O,O=C(O)[C@@]1(O)C=CC=C(F)[C@@H]1O
O=P(O)(O)OC[C@H]1OC(O)(CO)[C@@H](O)[C@H]1O,O=P(O)(O)OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO
Cc1cc(CN2CCCC[C@@H]2CO)ccc1C(=O)Cn1ccc(OCc2ccc(Br)cn2)cc1=O,OC[C@H]1CCCCN1.Cc1cc(CBr)ccc1C(=O)Cn1ccc(OCc2ccc(Br)cn2)cc1=O
CC(C)=C1CCC(=C\Cl)/C(=N/c2ccc(Cl)cc2)S1,CS(=O)(=O)Cl.CC(C)=C1CCC(C=O)=C(Nc2ccc(Cl)cc2)S1
CC1=C(/C=C/C(C)=C\CO)C(C)(C)CCC1,COC(=O)/C=C(C)\C=C\C1=C(C)CCCC1(C)C
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12
CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)NC1c1ccc(C#N)cc1Br,N#Cc1ccc(C=O)c(Br)c1.NC(=O)Nc1cccc(C(F)(F)F)c1.C1CCOC1.CC(=O)CC(C)=O
CCNC(=O)c1ccc(C)c(-n2ccnc(NC(C)(C)c3ccccc3OCCN(C)C(=O)OCc3ccccc3)c2=O)c1,CN(C)C(On1nnc2ccccc21)=[N+](C)C.Cc1ccc(C(=O)O)cc1-n1ccnc(NC(C)(C)c2ccccc2OCCN(C)C(=O)OCc2ccccc2)c1=O
Nc1nnc(-c2cccc(Cl)c2)c(-c2ccc(F)cc2F)n1,Nc1nnc(Br)c(-c2ccc(F)cc2F)n1.OB(O)c1cccc(Cl)c1
O=C(O)/C=C(\C=C(\O)C(=O)O)C(=O)O,O=C(O)/C=C(/C=C(\O)C(=O)O)C(=O)O
CCC(O)(/C=C/c1ccc(C(CC)(CC)c2cc(C)c(-c3ccc(CC(=O)O)cc3)c(C)c2)cc1C)CC,CCC(O)(/C=C/c1ccc(C(CC)(CC)c2cc(C)c(-c3ccc(CC(=O)OC)cc3)c(C)c2)cc1C)CC
CC(=O)N1[C@@H](Cc2cc(F)cc(F)c2)[C@@H]([C@H]2C[C@@H](O)CN2C(=O)OC(C)(C)C)OC1(C)C,COc1ccc(CO[C@@H]2C[C@H]([C@H]3OC(C)(C)N(C(C)=O)[C@H]3Cc3cc(F)cc(F)c3)N(C(=O)OC(C)(C)C)C2)cc1
CC(C)(F)c1ccn2c(-c3ccc(F)c(-c4cccnc4)c3F)cnc2n1,OB(O)c1ccc(F)c(-c2cccnc2)c1F.CC(C)(F)c1ccn2c(Br)cnc2n1
COCCCOc1cc(CN(C(=O)[C@H]2CNCCO2)C2CC2)ccc1OC,COCCCOc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CCO2)C2CC2)ccc1OC
C[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)CC1=O,C[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)CC1=N
COc1ccc(-c2ccncc2)cc1,Brc1ccncc1.COc1ccc(B(O)O)cc1
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCCCCC(=O)CC(=O)[CoA],CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCCCCC(=O)[CoA].O=C(O)CC(=O)[CoA]
C[C@@H]1OC(=O)[C@@H]1NC(=O)OC1(C)CCOCC1,C[C@H](O)[C@@H](NC(=O)OC1(C)CCOCC1)C(=O)O
CC(C)C[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)O,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CC(C)C)C(=O)O
O=C(c1nccs1)c1cnn2c(-c3ccncc3)ccnc12,CN(C)C=CC(=O)c1ccncc1.Nc1n[nH]cc1C(=O)c1nccs1
CCOc1ccc(-n2nc(C(F)(F)F)nc2-c2ccc(S(C)(=O)=O)cc2)cc1,CS(=O)(=O)c1ccc(-c2nc(C(F)(F)F)nn2-c2ccc(O)cc2)cc1.CCOS(=O)(=O)OCC
COc1cncc(C#Cc2ccc(F)c(C(N)=O)c2)c1,NC(=O)c1cc(I)ccc1F.C#Cc1cncc(OC)c1
CCOC(C)O[C@@H]1OC=C(CO)[C@H]2CC[C@H](C)[C@@H]12,CCOC(C)O[C@@H]1OC=C(C(=O)OC)[C@H]2CC[C@H](C)[C@@H]12
COC(=O)C1=CO[C@@H](C)[C@H]2C[n+]3ccc4c([nH]c5ccccc54)c3C[C@H]12,COC(=O)C1=CO[C@@H](C)[C@H]2C[N+]3=CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
CCOC(=O)c1cc(C)c(NC(=O)c2nc(Cl)ccc2C)c(C)c1,CCOC(=O)c1cc(C)c(N)c(C)c1.Cc1ccc(Cl)nc1C(=O)O
CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O
CC1=CCC[C@@]2(C)CCC3=C(C)CC[C@@H](C[C@H]12)C3(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
CCCCOC(=O)c1nc(N2CC[C@H](NC(=O)c3nc(Cl)c(CC)[nH]3)[C@H](OCCC)C2)oc1CC,CCCCOC(=O)c1nc(N2CC[C@H](N)[C@H](OCCC)C2)oc1CC.CCc1[nH]c(C(=O)O)nc1Cl
O=C(c1cccnc1Oc1ccc(Cl)c(Cl)c1)N1CCCc2ccccc21,O=C(c1cccnc1Cl)N1CCCc2ccccc21.Oc1ccc(Cl)c(Cl)c1
CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,NC(=O)CC[C@H](N)C(=O)O.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O.CC[C@H](C)[C@H](N)C(=O)O
O=S(=O)(c1ccc(Cl)cc1)N1CCC(CNc2nccc(-c3cn4c5c(cccc35)CCC4)n2)CC1,O=S(=O)(Cl)c1ccc(Cl)cc1.c1cc2c3c(c1)c(-c1ccnc(NCC4CCNCC4)n1)cn3CCC2
CC(N)CCn1cnc2ccccc21,CC(=O)CCn1cnc2ccccc21
CCCC[C@]12CCC3=C(CCc4cc(OC)ccc43)C1=CCC2=O,C=CC(=O)CCCc1cccc(OC)c1.CCCCC1C(=O)CCC1=O
Cc1cc(Cl)c(Sc2ccc([N+](=O)O)c(Oc3ccccc3)c2Cl)cc1Cl,Cc1cc(Cl)c(S)cc1Cl.O=[N+](O)c1ccc(Cl)c(Cl)c1Oc1ccccc1
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@H](O)[C@@H]1O
O=P(O)(O)O[C@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OP(=O)(O)O,O=P(O)(O)O[C@H]1[C@@H](O)[C@@H](OP(=O)(O)O)[C@H](O)[C@@H](O)[C@@H]1OP(=O)(O)O
C=C1CC/C=C(\C)CC[C@@H]2[C@H]1CC2(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
CC(C)NC1=CC(=O)C(=Cc2c[nH]c3ncccc23)O1,CCOC(=O)C1=C(NC(C)C)OC(=Cc2c[nH]c3ncccc23)C1=O
CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)c1nccc2cc(N)cc(F)c12,CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)c1nccc2cc(N(Cc3ccccc3)Cc3ccccc3)cc(F)c12
